CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Cluster,Cluster_Name,PCA1,PCA2,tSNE1,tSNE2,UMAP1,UMAP2,Anomaly,Anomaly_Score,Is_Anomaly
C10058,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5,4,4000.0,0.0,312.343947,0.0,12,2,Cash Advance Users,-1.1229456614168647,1.26462247864874,-19.109413,42.92654,3.6652715,6.2349944,1,-0.39366074945343565,False
C10059,2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0,42,7500.0,5678.729613,1311.514878,0.083333,12,0,Premium Shoppers,4.007176261101986,0.05864977780491769,51.716705,12.202275,8.949495,9.446473,1,-0.48911310220712945,False
C10060,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000.0,764.938728,1600.212243,0.0,11,1,Low Engagement,-1.5738471521393207,0.8910006226549129,-37.118336,35.188473,3.2114825,5.797776,1,-0.38253891436179144,False
C10061,5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4,6,6000.0,2110.557023,1895.02617,0.0,12,2,Cash Advance Users,-0.4853164772076107,1.6472629396136094,1.4037048,44.04027,5.0354037,7.302293,1,-0.3995394459825081,False
C10062,1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500.0,3509.686561,548.105836,0.0,12,1,Low Engagement,-0.905706263041011,-0.049542736574967036,-34.830776,-15.656473,5.739262,1.4939328,1,-0.38988361400976645,False
C10063,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,338.083661,837.215674,0.0,12,1,Low Engagement,-1.535755377183014,-0.4988534659369951,-24.255732,-4.693644,4.2715287,3.0763745,1,-0.37450084234999326,False
C10064,809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7,0,4150.0,4372.148648,241.645387,0.090909,11,2,Cash Advance Users,-1.6579896693862113,2.186870950585478,-17.898281,61.377647,2.3580785,7.258869,1,-0.4218762859240546,False
C10065,7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,0.0,312.343947,0.0,12,1,Low Engagement,-1.8086795808462064,-1.3280135105522817,-48.76617,-47.218697,6.080394,-0.8676587,1,-0.4356407443323699,False
C10067,1923.886805,1.0,1887.64,0.0,1887.64,1605.949371,1.0,0.0,1.0,0.083333,4,61,1850.0,3688.045998,3266.996777,0.083333,12,0,Premium Shoppers,2.1510411591699947,-0.16761244869335443,37.29999,-23.73495,9.936746,6.233872,1,-0.4703117272375385,False
C10068,1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0,11,1800.0,777.451648,897.905444,0.0,12,1,Low Engagement,-0.3997235515946846,-0.7256795021624732,10.128872,-7.1024895,7.1467285,5.0521917,1,-0.37829784690383944,False
C10069,809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1,0,1500.0,146.074769,179.412493,0.0,8,1,Low Engagement,-2.1830075149062527,-0.20658137240101312,-59.22872,-1.1994528,2.0850072,-0.9905989,1,-0.39969456297062916,False
C10070,1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6,0,2500.0,540.022225,352.883804,0.0,12,1,Low Engagement,-1.8990542774609311,0.9418263345282246,-30.320646,70.49128,1.0688356,7.6107926,1,-0.366628442648206,False
C10071,3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0,8,6000.0,6876.836205,1001.607366,0.083333,12,1,Low Engagement,0.5543458733702994,0.25972124837832056,-2.1906202,12.724911,6.225824,4.8244214,1,-0.40737207558881566,False
C10072,1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1700.0,1623.816348,923.505868,0.0,12,1,Low Engagement,-0.3875098152988109,-0.4085183770728056,2.2828672,6.451627,5.576608,4.669622,1,-0.3998318937391723,False
C10073,5487.683724,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4,11,6250.0,1288.214909,2180.881868,0.0,12,2,Cash Advance Users,0.3962669091418187,1.0702443796405912,26.728567,39.271053,6.2684617,7.2733274,1,-0.4284739990212603,False
C10074,2990.422186,0.909091,4523.27,1664.09,2859.18,27296.48576,0.666667,0.5,0.583333,0.833333,27,33,7000.0,28232.69446,1107.030803,0.454545,12,2,Cash Advance Users,4.7670856263183685,10.953197935307449,15.832702,73.969475,4.54646,9.93165,-1,-0.6717372272651819,True
C10075,656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3,0,7000.0,910.457985,140.983193,0.25,8,1,Low Engagement,-1.6448651304204753,0.3366971783327103,-57.01602,-0.032370925,1.9589778,-0.8418413,1,-0.4369154177199482,False
C10077,1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0,8,2250.0,889.017418,622.757696,0.0,10,1,Low Engagement,-0.5311485219343707,-0.7287656564688996,-2.8016984,-31.399454,7.44794,3.6024227,1,-0.3878546128531281,False
C10078,532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0,7,6000.0,1305.177304,175.510344,0.0,11,1,Low Engagement,-0.6500180802195727,-0.5718003241462132,-16.6839,7.5387974,4.606586,4.108715,1,-0.3944925643210014,False
C10079,5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0,14,6000.0,1990.044998,2161.428274,0.0,12,1,Low Engagement,0.7738071613666252,0.16563256073634544,28.481558,41.305984,6.316104,7.0434265,1,-0.40427273279217824,False
C10080,1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0,17,11000.0,2959.920544,623.656993,0.0,12,0,Premium Shoppers,1.3623708425636503,-0.10987553189011788,31.01529,14.415847,7.8380756,8.596536,1,-0.44846665977292527,False
C10081,578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0,8,1500.0,1438.910569,190.186542,0.0,12,1,Low Engagement,-0.3295233814049306,-1.2667683829301668,9.124172,-29.22803,8.359823,4.3464613,1,-0.37098203207295494,False
C10082,1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1,0,1200.0,29.278671,8242.687678,0.0,12,1,Low Engagement,-1.6393330962771344,0.20868111756703295,51.867176,54.589,11.244986,16.301607,1,-0.42024547018733927,False
C10083,6593.820644,1.0,388.66,388.66,0.0,4621.93458,0.583333,0.583333,0.0,0.416667,7,7,7000.0,1624.583114,2503.40234,0.0,12,2,Cash Advance Users,0.021995876143781252,3.1126539818270818,7.5409923,43.666023,4.8683653,8.024807,1,-0.45504274742153406,False
C10084,17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0,13,5000.0,357.802082,121.523416,0.181818,12,1,Low Engagement,-0.14898246066316362,-1.3508225429242282,-12.280388,-39.047585,7.9694395,2.4582832,1,-0.38350781745103635,False
C10085,81.584711,0.272727,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5,0,9500.0,116.569033,164.692136,0.0,12,1,Low Engagement,-1.8889924458855445,0.5963259860728221,-53.605686,-37.2467,4.8559494,0.07911279,1,-0.4332035975424689,False
C10086,3.78631,0.636364,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0,5,12000.0,210.053432,99.533735,0.444444,12,1,Low Engagement,-0.3937210129830092,-0.956931717803604,-21.487803,-26.791399,6.684239,1.5959299,1,-0.4297034830487147,False
C10087,42.46443,0.545455,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0,12,1200.0,725.606194,140.809454,1.0,12,1,Low Engagement,-0.4876374889926323,-2.130991855690621,16.620886,-80.23447,10.485529,1.1717584,1,-0.44047350662863866,False
C10088,1935.362486,1.0,4915.6,4515.34,400.26,293.844792,1.0,1.0,0.333333,0.083333,1,50,9000.0,4921.066897,594.756686,0.0,12,0,Premium Shoppers,3.93235002673022,0.3164732243455314,51.916264,12.069264,8.838562,9.371095,1,-0.4968804194091097,False
C10089,134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0,22,16500.0,1275.229436,171.357189,1.0,12,0,Premium Shoppers,2.224329955411977,-0.8591790255774506,82.2405,-14.919332,11.146784,9.4474,1,-0.5023040900518293,False
C10090,7069.950386,1.0,1603.78,1445.14,158.64,5626.004046,1.0,0.833333,1.0,0.75,23,23,11000.0,4589.873897,1876.262988,0.0,12,2,Cash Advance Users,2.298851432316877,4.983204571664286,27.357615,54.731064,5.3274302,8.985315,-1,-0.5736968907999284,True
C10092,8181.251131,1.0,2258.01,1318.78,939.23,5251.228934,1.0,0.75,1.0,0.75,21,60,13500.0,3021.575846,2074.581541,0.0,12,2,Cash Advance Users,3.2674962459246557,5.002366683872805,27.417479,54.828312,5.400167,8.941994,-1,-0.5669979251121315,True
C10093,4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1,1,4500.0,1073.844885,968.941265,0.0,12,1,Low Engagement,-1.2278403599504348,0.51001223543124,-12.781593,34.928894,3.4236512,5.7368917,1,-0.3731689674002669,False
C10094,6110.265264,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,14,0,6500.0,1502.205631,2864.380327,0.0,12,2,Cash Advance Users,-1.3695992130147623,3.3311500265340452,-2.57699,56.000572,3.6526017,7.8936787,1,-0.3938860371972451,False
C10095,9381.255094,1.0,5100.07,1147.83,3952.24,370.737197,1.0,0.25,0.916667,0.083333,1,46,9000.0,6409.496345,9827.045323,0.0,12,0,Premium Shoppers,4.938175264237406,2.168168602199525,63.56844,23.841873,8.302017,10.178625,-1,-0.5709717178119704,True
C10096,1977.00709,1.0,1032.04,226.9,805.14,4335.919227,0.909091,0.090909,0.818182,0.545455,21,17,4000.0,3056.424974,910.707525,0.090909,11,2,Cash Advance Users,0.42483734197711626,2.544819874050358,22.407976,43.306187,5.769013,7.875108,1,-0.48166511104399146,False
C10097,1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1,1,1800.0,440.840439,312.560636,0.0,12,1,Low Engagement,-1.5979110078003171,-0.21525009844832174,-59.744644,19.952538,1.6045539,3.4800549,1,-0.3601946424265937,False
C10098,1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,2400.0,0.0,312.343947,0.0,12,1,Low Engagement,-1.2457658624611434,-0.589334955779176,-14.09735,-1.0007347,4.9532595,3.5176647,1,-0.3694960930088612,False
C10099,2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2400.0,0.0,312.343947,0.0,12,1,Low Engagement,-1.108300199750369,-0.4475588026002947,-9.24442,-0.38622302,5.1358786,4.0684586,1,-0.3730320475004348,False
